freeway,direction,lane_type,flow,occupancy,region,temperature,windspeed,weathercode,incident_type,severity,speed
80,W,ML,483,0.046,San Francisco,15.3,17.0,0,congestion,none,18.5
101,W,ML,445,0.055,Fremont,12.9,18.6,1,none,medium,62.4
680,W,OR,46,0.159,San Jose,29.3,16.4,3,accident,none,45.0
80,E,ML,116,0.103,San Jose,13.7,8.7,2,accident,medium,10.5
101,S,HOV,236,0.165,Oakland,12.6,19.5,1,none,none,44.0
101,S,ML,330,0.158,San Jose,27.0,14.2,0,congestion,none,42.2
101,W,OR,143,0.208,San Jose,29.1,16.8,2,none,none,34.1
80,E,FR,21,0.258,San Francisco,15.7,16.8,1,accident,none,42.0
880,N,FR,476,0.138,Oakland,19.0,15.6,3,none,none,61.2
80,E,HOV,500,0.241,San Jose,11.0,13.1,0,accident,medium,21.1
80,W,HOV,426,0.188,San Francisco,26.7,19.6,0,roadwork,low,38.6
101,E,HOV,389,0.016,San Francisco,27.0,15.8,1,accident,high,16.5
680,S,OR,321,0.216,Oakland,14.0,6.5,2,congestion,low,25.4
880,N,HOV,420,0.094,San Francisco,16.9,6.2,2,roadwork,none,35.7
880,S,OR,301,0.148,San Francisco,22.2,13.4,2,congestion,medium,55.6
80,N,FR,196,0.172,Oakland,11.9,16.1,3,congestion,high,50.7
880,S,ML,68,0.221,Fremont,25.0,17.6,1,congestion,high,23.3
680,N,HOV,162,0.236,San Jose,26.9,4.6,4,accident,low,52.7
80,N,ML,163,0.089,Oakland,12.5,5.3,2,roadwork,high,31.1
680,S,HOV,53,0.239,San Jose,12.7,13.9,2,congestion,medium,51.2
880,N,FR,302,0.097,Oakland,10.3,9.4,2,accident,none,71.0
101,N,HOV,109,0.269,San Francisco,25.0,6.8,2,congestion,low,47.9
101,E,HOV,322,0.069,San Francisco,13.7,19.8,2,congestion,medium,71.5
680,W,ML,380,0.214,San Jose,17.3,17.6,1,roadwork,low,63.7
80,N,HOV,409,0.201,Fremont,12.3,18.1,0,congestion,low,23.5
280,E,ML,21,0.277,San Jose,20.9,4.9,5,congestion,medium,45.7
880,W,HOV,484,0.123,Fremont,24.6,2.4,2,accident,medium,40.8
880,E,HOV,216,0.154,Oakland,14.1,15.9,3,none,low,43.4
880,N,ML,325,0.087,San Francisco,19.8,3.1,2,none,high,45.0
680,E,HOV,423,0.282,San Jose,29.4,0.3,3,none,none,13.4
101,E,ML,416,0.228,Oakland,14.1,16.9,1,accident,none,30.8
880,N,HOV,127,0.045,San Jose,22.6,5.4,2,accident,none,61.5
80,S,OR,347,0.155,Oakland,20.2,4.7,0,accident,high,53.6
880,E,ML,108,0.053,San Jose,27.5,19.5,3,none,none,21.0
880,E,OR,335,0.03,San Francisco,17.4,9.4,0,congestion,low,24.2
101,E,ML,316,0.133,Oakland,22.5,15.6,0,none,none,45.7
880,E,OR,78,0.124,San Jose,12.7,12.3,2,accident,medium,36.3
880,W,FR,161,0.076,Fremont,21.1,0.5,3,none,low,33.0
101,W,HOV,41,0.238,Fremont,27.0,9.1,1,accident,high,73.9
101,E,OR,35,0.073,Fremont,15.6,15.7,2,none,low,33.6
680,E,FR,212,0.072,Fremont,24.1,2.2,5,congestion,high,42.4
280,N,HOV,473,0.261,San Jose,26.9,15.2,3,accident,high,23.7
680,W,OR,284,0.126,San Jose,11.3,10.4,5,roadwork,medium,25.2
880,E,ML,51,0.206,San Jose,25.7,16.0,0,accident,high,64.7
80,N,ML,128,0.087,San Jose,12.6,5.8,1,congestion,medium,37.3
280,N,OR,285,0.158,Oakland,19.5,13.3,1,accident,medium,66.7
680,W,HOV,107,0.191,San Jose,22.4,4.9,0,none,low,64.4
280,N,HOV,171,0.205,Oakland,28.7,19.4,0,none,medium,72.7
680,S,FR,478,0.124,Oakland,28.9,12.7,2,none,medium,54.5
880,E,OR,436,0.115,San Francisco,17.1,17.1,2,roadwork,high,22.9
280,N,FR,48,0.079,San Jose,20.4,3.0,1,accident,medium,35.3
80,N,HOV,243,0.196,Oakland,18.3,9.1,3,roadwork,medium,12.9
80,S,ML,43,0.177,Fremont,26.6,4.1,4,roadwork,none,59.2
101,E,ML,307,0.182,San Jose,20.2,10.6,0,roadwork,medium,10.4
880,E,HOV,480,0.182,San Jose,11.9,12.7,3,congestion,medium,46.4
101,E,ML,29,0.025,Oakland,10.8,11.3,0,roadwork,low,16.5
101,S,FR,152,0.124,San Francisco,22.2,3.3,1,roadwork,medium,41.4
280,N,FR,344,0.246,San Francisco,29.5,0.9,1,congestion,none,14.5
880,S,ML,13,0.112,Oakland,18.6,5.5,3,congestion,low,35.6
101,W,HOV,171,0.236,San Jose,28.1,7.4,1,congestion,none,63.9
80,W,ML,141,0.014,San Jose,10.4,13.4,1,none,none,66.8
680,S,FR,141,0.052,Fremont,23.5,7.6,1,congestion,medium,68.1
101,W,OR,303,0.11,San Francisco,24.9,1.8,4,none,low,43.8
101,W,ML,340,0.137,Oakland,14.7,17.1,0,congestion,medium,49.8
80,N,OR,349,0.03,Oakland,10.2,9.8,1,congestion,medium,45.4
101,N,FR,47,0.042,Oakland,18.0,15.7,4,accident,none,50.2
280,N,ML,266,0.147,Fremont,22.8,10.5,4,accident,high,16.4
280,N,HOV,58,0.229,San Jose,13.8,11.6,5,accident,low,65.2
80,E,ML,182,0.013,Oakland,23.7,11.7,2,roadwork,none,33.7
680,E,ML,264,0.235,San Jose,15.3,17.1,3,congestion,low,69.0
80,N,OR,211,0.143,San Jose,14.6,15.9,4,none,high,22.7
101,N,OR,78,0.137,San Jose,17.7,18.7,2,accident,high,67.3
101,E,OR,234,0.297,Oakland,18.2,18.9,0,congestion,low,45.4
680,E,OR,105,0.194,San Francisco,26.2,9.2,0,congestion,high,43.2
80,E,FR,339,0.059,Fremont,29.3,6.1,1,congestion,medium,13.6
680,W,OR,338,0.069,Fremont,10.1,3.6,5,congestion,none,39.7
280,S,HOV,438,0.054,Fremont,13.6,8.9,2,none,low,33.1
80,N,OR,31,0.296,Fremont,18.2,10.8,4,congestion,high,64.4
680,N,FR,427,0.077,San Jose,28.9,6.6,3,none,high,71.0
680,W,OR,84,0.189,San Jose,24.4,9.6,3,none,low,30.7
80,E,HOV,221,0.287,San Jose,22.9,9.2,4,accident,high,67.4
280,W,FR,417,0.024,San Francisco,24.3,18.0,0,none,medium,32.0
280,N,ML,270,0.184,San Francisco,23.3,1.5,1,none,low,26.3
680,E,OR,257,0.192,San Francisco,25.0,5.8,1,congestion,none,15.7
680,S,HOV,63,0.107,San Jose,21.5,18.0,3,congestion,low,44.2
101,N,ML,91,0.045,San Francisco,20.3,12.1,4,roadwork,medium,46.6
680,E,OR,356,0.015,San Francisco,23.1,19.1,5,none,low,18.3
880,W,FR,14,0.148,Fremont,11.2,15.1,2,none,medium,36.9
280,S,ML,60,0.144,San Francisco,23.6,13.1,5,congestion,medium,35.1
80,E,OR,477,0.044,Fremont,23.8,8.9,1,roadwork,low,20.3
680,W,FR,447,0.238,San Jose,18.1,14.1,5,congestion,medium,19.9
280,W,HOV,114,0.087,San Francisco,11.8,12.8,2,roadwork,none,20.7
680,E,OR,296,0.115,San Jose,16.7,15.7,2,congestion,high,22.9
280,W,ML,146,0.019,San Francisco,19.9,19.0,2,none,medium,70.9
680,W,OR,21,0.267,Fremont,20.2,5.5,5,roadwork,medium,10.1
680,W,HOV,412,0.058,San Francisco,10.7,2.9,5,roadwork,low,66.9
280,N,HOV,465,0.116,San Francisco,23.8,1.4,2,roadwork,medium,45.1
80,N,OR,459,0.185,Fremont,26.2,6.4,3,accident,none,12.6
80,W,HOV,264,0.182,Oakland,11.7,2.5,3,accident,low,33.2
80,W,ML,149,0.056,San Francisco,18.0,7.3,4,roadwork,high,50.7
80,N,FR,46,0.282,Oakland,27.6,0.4,5,accident,none,13.6
101,W,OR,85,0.134,San Jose,19.4,0.7,3,roadwork,none,38.7
80,S,OR,38,0.113,Oakland,16.2,2.5,3,none,medium,11.6
680,N,HOV,492,0.048,San Jose,22.4,19.7,0,congestion,high,13.6
680,W,HOV,90,0.018,Oakland,15.1,13.9,4,roadwork,medium,16.3
280,S,FR,111,0.162,Fremont,20.1,12.1,1,congestion,medium,60.2
680,N,HOV,327,0.156,San Francisco,24.1,18.6,2,congestion,none,69.2
280,S,FR,430,0.192,San Jose,19.5,5.7,0,congestion,medium,38.9
80,W,OR,461,0.155,Oakland,20.1,17.0,5,accident,low,29.9
80,W,OR,385,0.108,San Francisco,21.3,2.0,4,none,medium,73.7
280,N,FR,364,0.028,San Francisco,22.4,1.1,5,none,medium,64.1
80,S,FR,291,0.209,San Jose,16.7,19.1,1,none,low,59.3
80,S,OR,274,0.023,San Francisco,25.5,2.1,4,none,medium,17.8
680,W,ML,434,0.216,San Jose,26.1,8.4,3,accident,none,66.7
680,W,HOV,311,0.19,San Francisco,15.9,6.4,4,roadwork,low,54.7
680,W,HOV,36,0.085,Fremont,29.8,13.4,5,accident,high,14.5
880,N,HOV,81,0.099,San Francisco,27.4,9.0,3,congestion,none,10.4
680,N,FR,341,0.145,Oakland,16.5,11.5,4,accident,low,66.2
80,S,FR,87,0.089,Fremont,27.3,10.5,0,none,high,52.0
880,S,OR,130,0.151,San Francisco,11.9,0.1,1,none,none,68.0
80,W,FR,167,0.239,San Francisco,11.1,8.9,1,none,none,66.6
101,S,ML,225,0.013,Oakland,12.2,1.1,0,none,low,72.1
101,N,OR,300,0.177,Fremont,16.9,16.6,1,roadwork,high,70.2
280,S,ML,417,0.236,Oakland,22.7,11.0,3,accident,high,30.9
80,E,HOV,458,0.084,Oakland,23.8,15.1,0,congestion,high,16.5
680,W,FR,441,0.185,Oakland,14.2,19.2,3,none,none,18.8
880,W,OR,233,0.01,Oakland,13.2,6.2,0,roadwork,high,38.5
680,S,OR,81,0.147,San Jose,21.2,17.1,2,roadwork,medium,24.9
280,N,FR,437,0.287,Fremont,23.3,14.5,3,accident,low,22.1
680,W,HOV,485,0.181,San Francisco,20.0,13.0,3,roadwork,none,13.3
880,E,FR,237,0.019,San Jose,20.5,6.0,5,roadwork,low,20.6
680,S,OR,408,0.176,Oakland,27.1,2.0,1,roadwork,none,32.1
680,S,OR,20,0.072,Oakland,18.7,14.5,3,accident,high,66.7
101,S,OR,299,0.286,San Francisco,18.9,2.8,4,none,none,27.7
880,E,OR,87,0.078,Fremont,25.4,1.3,5,roadwork,medium,13.1
880,E,FR,72,0.122,San Jose,29.5,1.3,4,congestion,none,35.9
680,S,OR,442,0.247,Fremont,11.5,3.2,4,congestion,medium,63.4
680,W,OR,407,0.078,San Francisco,27.4,0.9,0,accident,high,72.8
80,E,FR,378,0.147,San Jose,22.7,0.2,0,roadwork,low,47.8
101,E,OR,151,0.209,Fremont,16.7,15.0,2,congestion,none,34.5
680,E,OR,266,0.18,San Jose,11.7,1.3,5,accident,low,40.2
280,N,HOV,34,0.285,Fremont,16.7,10.5,4,none,medium,47.8
880,S,OR,118,0.143,Oakland,30.0,17.5,0,none,none,47.8
680,E,FR,161,0.068,San Francisco,28.7,6.5,3,none,none,69.4
101,W,OR,48,0.273,Oakland,24.5,16.9,0,accident,medium,56.8
101,S,OR,240,0.185,Fremont,20.5,13.5,5,roadwork,none,11.8
101,S,HOV,110,0.134,Oakland,23.5,2.0,0,roadwork,none,37.5
280,N,OR,27,0.199,Fremont,19.6,2.5,0,accident,low,20.4
280,N,OR,440,0.099,Fremont,27.8,2.5,2,accident,none,12.3
80,E,OR,274,0.146,San Francisco,19.3,1.3,1,roadwork,high,74.2
101,S,ML,321,0.277,San Francisco,11.6,7.8,0,congestion,medium,11.2
280,W,ML,402,0.183,San Francisco,17.4,13.9,5,congestion,low,61.8
101,E,HOV,419,0.155,San Jose,17.2,5.7,4,accident,none,21.9
680,W,OR,441,0.233,San Francisco,26.9,17.6,0,congestion,high,30.3
101,S,HOV,425,0.047,Fremont,24.8,14.7,3,accident,none,23.8
280,E,OR,13,0.249,San Jose,21.3,17.9,4,none,none,24.0
80,N,FR,339,0.109,San Jose,27.6,18.4,0,accident,none,60.3
680,W,FR,362,0.178,San Francisco,19.7,12.5,5,none,none,74.1
280,E,FR,67,0.29,San Jose,18.4,15.2,2,roadwork,low,24.7
680,N,FR,308,0.219,Oakland,21.0,1.0,4,none,none,66.6
101,N,OR,225,0.091,Fremont,25.1,9.7,1,accident,high,64.7
80,S,FR,311,0.206,San Francisco,19.8,18.4,1,roadwork,medium,23.7
280,E,FR,72,0.183,San Jose,14.3,5.9,4,congestion,none,55.2
680,N,ML,357,0.16,Fremont,23.0,10.9,0,none,none,46.5
280,E,FR,213,0.281,San Jose,21.5,4.6,4,congestion,low,72.5
680,S,FR,136,0.289,Oakland,26.3,6.9,5,roadwork,none,15.0
680,W,HOV,406,0.088,Fremont,21.7,15.0,0,accident,none,28.0
680,N,ML,422,0.076,Oakland,21.3,19.5,5,roadwork,none,60.5
880,N,FR,77,0.171,San Jose,20.4,9.9,1,none,high,49.8
680,E,OR,433,0.218,Fremont,14.7,4.3,2,congestion,low,29.6
680,S,HOV,87,0.056,San Jose,27.2,12.4,0,accident,medium,29.3
880,N,HOV,38,0.056,San Jose,12.3,12.7,0,congestion,medium,37.5
680,S,OR,482,0.089,San Francisco,13.5,12.6,1,accident,high,63.1
101,S,ML,64,0.155,Fremont,13.4,16.7,4,congestion,high,72.4
101,E,HOV,411,0.221,San Francisco,25.8,17.9,2,roadwork,high,42.0
80,E,FR,448,0.052,Fremont,22.3,5.7,0,none,none,56.7
680,W,OR,302,0.276,San Jose,26.8,2.9,3,accident,low,71.7
280,W,OR,311,0.094,Fremont,10.1,15.9,4,none,medium,54.1
680,E,ML,464,0.046,Fremont,24.7,4.3,0,accident,none,62.1
680,W,FR,71,0.018,San Francisco,22.4,9.9,2,roadwork,high,31.2
101,E,OR,475,0.108,San Jose,17.9,9.3,5,accident,none,60.0
280,W,ML,421,0.095,Fremont,19.3,3.7,1,none,high,38.0
880,E,OR,52,0.011,San Francisco,22.4,12.2,1,congestion,high,31.4
80,S,FR,176,0.081,San Francisco,25.3,10.0,4,roadwork,low,43.8
680,E,FR,95,0.073,Fremont,22.7,18.0,2,congestion,medium,44.5
80,S,FR,316,0.233,San Jose,12.5,6.6,0,congestion,none,45.8
101,W,OR,158,0.074,San Jose,19.6,4.0,1,roadwork,high,61.6
80,N,HOV,495,0.054,San Francisco,15.2,3.3,5,congestion,medium,24.8
680,S,ML,142,0.109,Fremont,17.3,9.1,5,congestion,high,27.2
80,E,ML,103,0.279,Oakland,20.4,9.6,1,roadwork,high,41.4
80,N,FR,418,0.055,Oakland,13.8,6.2,2,none,none,29.9
101,N,HOV,311,0.041,Fremont,28.2,9.2,5,congestion,high,51.8
280,N,FR,314,0.013,Fremont,18.1,9.5,4,roadwork,medium,42.8
680,S,ML,145,0.294,Oakland,26.5,8.6,2,roadwork,high,23.6
680,E,HOV,252,0.27,Oakland,18.2,11.7,0,none,low,70.8
101,E,FR,202,0.293,Fremont,27.3,5.9,1,congestion,medium,71.9
101,N,HOV,171,0.08,Oakland,24.1,2.6,2,none,high,21.0
80,N,ML,208,0.078,San Jose,19.9,12.6,2,accident,medium,43.1
680,S,ML,109,0.132,Fremont,11.6,17.1,4,accident,none,50.2
680,S,HOV,274,0.235,Oakland,24.9,6.9,1,congestion,none,71.4
80,E,HOV,232,0.151,Fremont,22.5,9.3,3,accident,low,66.2
101,W,FR,139,0.202,Oakland,21.3,15.0,3,none,high,67.1
880,E,FR,82,0.132,San Jose,25.1,4.3,3,none,medium,46.4
680,S,HOV,70,0.218,Fremont,25.6,18.2,0,none,high,25.2
880,N,ML,185,0.241,San Francisco,18.2,4.9,5,roadwork,high,67.2
101,S,ML,111,0.264,Fremont,15.1,13.5,2,accident,high,46.6
101,S,FR,49,0.233,Fremont,13.8,8.6,2,roadwork,medium,26.0
680,E,ML,149,0.1,San Jose,11.9,6.2,3,congestion,none,22.1
680,E,HOV,207,0.073,Fremont,15.6,6.0,5,accident,low,71.7
80,N,FR,349,0.045,San Francisco,28.2,11.1,3,roadwork,medium,46.9
680,N,HOV,103,0.294,San Jose,12.0,10.7,5,congestion,none,52.6
280,N,HOV,476,0.048,Oakland,11.9,18.4,1,congestion,low,69.4
680,W,HOV,303,0.251,Fremont,21.5,7.3,3,congestion,medium,16.3
80,W,FR,23,0.086,Fremont,29.3,9.2,5,roadwork,medium,69.4
680,W,ML,133,0.131,San Jose,19.8,0.6,3,roadwork,low,36.4
101,N,OR,269,0.066,Fremont,12.7,14.5,4,accident,none,61.4
880,N,OR,371,0.294,Fremont,27.1,3.1,0,none,low,53.6
80,S,FR,470,0.11,Fremont,15.6,9.3,5,congestion,low,46.1
80,E,OR,248,0.075,Fremont,24.9,19.7,3,congestion,none,42.3
80,N,FR,321,0.04,Fremont,18.5,6.9,1,congestion,none,61.4
80,W,OR,352,0.271,Fremont,27.5,9.7,2,roadwork,low,33.0
880,S,HOV,396,0.237,San Jose,27.6,5.0,5,accident,medium,47.9
80,S,OR,256,0.239,Oakland,24.9,4.8,1,congestion,low,39.5
280,E,HOV,268,0.08,Fremont,10.8,9.1,3,roadwork,medium,29.0
880,N,OR,411,0.14,San Jose,12.0,4.8,5,roadwork,high,36.9
880,S,HOV,64,0.269,San Francisco,23.8,14.7,1,none,high,54.1
880,S,OR,240,0.196,Fremont,11.4,0.2,0,roadwork,low,12.1
80,W,ML,251,0.297,San Jose,19.8,19.6,3,accident,low,57.5
280,W,FR,136,0.062,Oakland,23.7,16.6,3,congestion,high,13.7
880,S,ML,455,0.195,Oakland,14.6,17.0,0,none,none,48.3
101,W,HOV,249,0.27,Oakland,18.0,0.3,4,accident,medium,14.2
880,E,FR,200,0.182,San Jose,22.0,4.9,3,none,medium,67.2
880,E,ML,333,0.215,Oakland,29.5,9.6,5,congestion,none,58.4
101,W,ML,475,0.294,Oakland,10.5,1.1,3,none,medium,67.5
101,W,ML,26,0.256,San Jose,19.7,5.5,0,none,none,56.9
680,S,ML,332,0.118,San Jose,16.1,18.9,3,roadwork,high,59.4
101,W,ML,462,0.086,San Francisco,16.2,9.8,1,congestion,low,67.3
80,S,HOV,478,0.061,Fremont,24.8,0.1,4,none,low,33.1
101,N,ML,192,0.105,Fremont,15.3,8.9,4,congestion,high,60.4
80,N,FR,130,0.289,Oakland,17.4,10.8,4,accident,medium,59.1
280,N,HOV,445,0.056,Fremont,14.6,16.1,3,accident,medium,33.5
680,S,FR,79,0.104,Oakland,12.4,18.9,5,none,medium,36.6
101,E,OR,189,0.252,San Jose,27.2,4.3,1,none,high,30.4
80,W,HOV,169,0.09,San Francisco,15.3,14.3,0,accident,none,57.6
101,E,HOV,101,0.258,San Jose,16.6,17.1,2,accident,medium,47.1
80,S,OR,360,0.029,San Jose,28.3,10.7,0,accident,none,33.0
880,N,FR,116,0.208,San Jose,17.1,12.6,5,roadwork,high,25.0
880,S,FR,471,0.224,Oakland,19.3,5.9,0,roadwork,medium,26.6
680,N,OR,450,0.032,San Jose,19.3,9.2,3,roadwork,medium,63.2
280,S,HOV,423,0.189,San Jose,12.5,17.4,0,roadwork,none,16.4
80,S,ML,331,0.12,San Francisco,28.8,11.3,1,roadwork,low,60.7
880,W,ML,192,0.237,Fremont,28.9,18.2,2,congestion,medium,14.9
680,S,OR,477,0.169,Oakland,29.6,2.1,2,congestion,none,48.4
280,N,FR,106,0.197,San Jose,22.9,15.8,0,none,medium,15.9
680,E,FR,153,0.155,Fremont,13.7,12.6,2,roadwork,high,13.7
280,N,OR,450,0.29,Fremont,12.2,6.5,1,none,medium,44.6
880,E,ML,302,0.241,Oakland,11.2,4.0,0,roadwork,none,15.0
280,W,FR,272,0.118,Oakland,22.5,7.8,0,accident,none,49.0
880,S,HOV,230,0.293,San Jose,15.6,1.8,4,accident,medium,30.6
80,S,HOV,206,0.209,San Jose,17.2,8.6,5,none,high,71.7
680,S,OR,353,0.064,Oakland,14.6,9.9,4,roadwork,low,52.9
880,E,HOV,163,0.253,Oakland,18.8,15.4,0,roadwork,medium,74.6
280,S,OR,111,0.292,Oakland,12.2,14.6,4,congestion,high,68.6
680,E,ML,130,0.185,San Francisco,19.7,14.5,5,none,medium,38.3
680,W,ML,147,0.02,San Francisco,16.1,17.7,5,none,none,70.9
80,W,FR,29,0.119,San Francisco,10.1,14.3,2,roadwork,high,24.6
880,W,HOV,253,0.163,Fremont,10.4,12.2,2,congestion,low,31.2
280,W,OR,271,0.201,San Francisco,10.8,16.4,4,roadwork,none,16.9
101,E,HOV,484,0.193,San Jose,29.2,15.1,3,accident,none,67.2
101,E,HOV,273,0.108,Fremont,17.8,19.0,5,roadwork,none,22.5
680,E,HOV,377,0.259,San Francisco,11.3,0.4,5,roadwork,low,58.5
280,E,ML,85,0.112,Fremont,28.8,18.3,1,none,low,67.7
680,E,OR,158,0.014,Fremont,21.0,12.3,0,accident,low,61.2
880,W,ML,282,0.216,San Jose,21.0,16.3,0,accident,none,44.4
80,E,HOV,253,0.161,San Jose,29.7,3.4,3,congestion,high,65.0
280,E,OR,190,0.265,San Francisco,16.9,0.1,5,congestion,high,69.5
680,S,OR,346,0.271,Oakland,27.1,7.2,3,roadwork,none,40.8
680,S,HOV,86,0.25,San Francisco,10.4,5.7,0,congestion,medium,47.3
880,S,OR,37,0.174,San Francisco,13.0,1.2,2,roadwork,none,70.7
680,S,HOV,354,0.061,San Jose,11.4,2.7,4,accident,low,73.1
80,N,HOV,37,0.015,Fremont,24.5,7.0,1,congestion,low,40.8
680,W,FR,363,0.188,San Francisco,15.6,0.4,4,congestion,low,32.3
880,E,FR,138,0.275,San Jose,12.7,9.2,4,accident,high,10.5
101,W,OR,405,0.033,Fremont,24.9,1.9,2,roadwork,medium,70.6
880,N,HOV,430,0.271,San Francisco,27.6,1.8,5,none,none,52.0
880,E,ML,289,0.156,San Jose,11.1,7.4,5,roadwork,high,15.8
880,E,ML,306,0.02,Oakland,19.6,17.3,2,roadwork,low,53.9
101,N,OR,276,0.137,San Francisco,17.0,8.1,3,none,medium,69.5
101,E,OR,356,0.218,Fremont,19.9,2.3,0,roadwork,low,11.4
280,W,ML,60,0.024,Oakland,18.8,16.0,0,congestion,low,14.6
80,W,FR,111,0.176,Oakland,26.4,7.2,5,congestion,medium,37.9
680,N,OR,250,0.068,Oakland,15.7,12.8,1,none,medium,48.0
101,W,ML,464,0.188,Fremont,27.1,19.6,4,roadwork,none,63.9
80,N,HOV,126,0.17,Oakland,11.0,13.9,1,accident,high,42.5
80,S,OR,381,0.122,San Francisco,19.0,3.3,1,congestion,none,26.3
101,E,HOV,153,0.145,Oakland,16.0,1.1,4,accident,high,43.2
680,W,OR,467,0.113,San Jose,20.9,7.1,5,roadwork,low,47.1
880,N,OR,419,0.112,San Francisco,25.4,5.3,0,roadwork,none,74.0
880,E,OR,384,0.049,San Francisco,23.8,7.8,2,roadwork,high,47.5
101,E,ML,95,0.281,Fremont,11.7,5.2,1,accident,none,14.4
280,W,ML,133,0.277,San Francisco,13.1,15.1,4,accident,high,34.9
80,N,OR,164,0.299,Fremont,25.3,2.4,5,congestion,low,67.3
680,S,ML,410,0.012,San Francisco,14.0,8.5,3,roadwork,high,37.7
880,N,HOV,468,0.172,San Jose,15.1,16.2,0,none,none,34.5
80,S,ML,485,0.169,San Jose,28.4,9.9,3,accident,low,44.2
680,S,FR,164,0.146,Oakland,23.0,4.1,2,congestion,high,36.4
880,W,HOV,218,0.116,Fremont,23.1,1.6,0,roadwork,high,74.0
101,N,HOV,343,0.192,San Francisco,17.1,10.4,3,congestion,none,72.7
101,W,OR,411,0.208,Fremont,27.5,16.1,1,accident,medium,18.2
101,N,FR,70,0.037,Oakland,26.8,4.2,0,none,high,63.9
80,N,FR,437,0.039,San Francisco,10.6,0.5,3,roadwork,low,52.8
101,S,HOV,91,0.133,San Jose,19.2,11.5,2,accident,high,27.3
101,S,HOV,118,0.036,Fremont,16.7,7.9,3,accident,none,12.6
680,S,ML,330,0.259,Fremont,15.2,16.7,3,roadwork,none,57.0
680,N,OR,104,0.162,San Jose,11.9,19.2,1,roadwork,none,36.5
101,S,ML,72,0.138,San Jose,15.9,4.5,1,roadwork,high,30.7
880,E,HOV,139,0.02,San Francisco,16.6,0.7,3,none,none,54.6
880,E,OR,330,0.018,San Jose,28.8,18.8,4,none,low,59.4
101,E,FR,216,0.164,San Jose,18.4,18.5,1,accident,medium,22.2
880,S,ML,288,0.267,Oakland,12.1,9.4,1,roadwork,low,73.1
80,N,OR,491,0.041,San Jose,22.0,19.8,2,accident,none,50.3
101,E,OR,121,0.05,Oakland,13.9,12.7,4,none,high,47.1
680,W,OR,383,0.198,Fremont,26.6,17.6,4,none,low,72.3
101,E,OR,302,0.215,Fremont,25.1,3.9,3,accident,high,10.8
880,W,FR,357,0.138,San Jose,16.9,1.4,3,roadwork,none,73.6
80,E,HOV,443,0.02,San Jose,15.6,18.2,0,accident,high,49.4
101,N,FR,475,0.14,Oakland,19.6,5.3,1,accident,high,39.2
80,W,HOV,339,0.189,Fremont,29.3,3.3,2,congestion,none,57.6
280,E,OR,279,0.248,Fremont,12.1,8.3,5,roadwork,medium,54.3
80,N,FR,161,0.239,San Jose,10.4,5.7,5,none,low,13.9
880,W,ML,365,0.189,Oakland,23.4,16.8,0,congestion,none,13.3
280,S,FR,92,0.212,Oakland,18.0,14.7,4,accident,medium,26.7
101,S,OR,46,0.123,Fremont,22.5,1.4,5,accident,low,68.2
880,S,FR,131,0.174,San Jose,11.3,9.9,5,congestion,none,30.9
680,N,FR,43,0.263,San Francisco,28.7,3.0,0,accident,high,43.0
80,N,OR,489,0.198,San Francisco,12.9,15.8,2,congestion,medium,14.3
680,E,OR,412,0.11,San Francisco,23.0,1.9,2,accident,low,48.7
280,N,OR,382,0.068,San Francisco,15.6,13.4,5,accident,medium,10.8
80,W,FR,346,0.197,Fremont,22.9,11.4,1,roadwork,low,60.8
280,E,FR,208,0.141,Oakland,22.3,15.2,0,congestion,medium,19.7
80,S,OR,302,0.285,Fremont,18.5,7.2,2,accident,high,21.5
680,N,FR,96,0.144,Fremont,27.4,1.2,5,roadwork,high,21.6
880,S,OR,26,0.294,San Jose,19.4,1.9,0,accident,high,22.1
80,W,FR,304,0.145,San Jose,19.3,15.6,3,congestion,medium,48.8
80,E,ML,439,0.063,Oakland,14.3,16.1,4,accident,medium,34.2
880,S,ML,447,0.197,Fremont,10.2,13.3,4,accident,medium,66.4
280,N,ML,255,0.175,San Jose,27.3,12.2,3,roadwork,none,10.5
880,E,HOV,318,0.091,San Jose,28.5,4.3,0,roadwork,medium,46.8
880,N,FR,370,0.17,San Francisco,15.8,10.7,5,roadwork,none,13.8
880,S,FR,70,0.227,San Francisco,13.1,16.6,4,roadwork,none,62.6
680,W,FR,429,0.06,San Jose,10.8,10.0,3,roadwork,medium,50.1
101,N,HOV,40,0.13,San Jose,12.7,10.9,5,roadwork,low,34.2
101,W,FR,289,0.026,Fremont,23.6,14.4,2,none,none,23.2
680,W,ML,159,0.1,Fremont,12.2,6.7,0,roadwork,low,29.2
101,E,OR,395,0.033,San Francisco,28.1,14.8,1,accident,low,45.7
680,N,ML,177,0.04,Fremont,12.2,17.6,0,accident,low,53.3
101,E,OR,473,0.258,San Jose,12.7,12.3,0,roadwork,none,41.9
680,N,OR,173,0.165,San Jose,24.7,15.3,1,congestion,low,34.8
80,W,OR,79,0.264,San Francisco,23.6,15.7,3,roadwork,low,29.9
101,E,ML,400,0.069,Oakland,17.9,2.0,0,none,none,62.9
880,E,ML,113,0.202,Fremont,25.2,3.3,1,roadwork,low,16.6
80,N,OR,191,0.231,Oakland,18.6,17.0,4,accident,high,48.2
80,S,HOV,56,0.058,Fremont,25.1,2.6,3,accident,low,15.4
880,N,OR,275,0.083,San Jose,15.9,3.3,4,congestion,medium,32.9
